Album titel,Brødtekst,SKU,Pris,Udgivet,Selskab,Attribute,Value,Nid,Lager,Oprettelsesdato
Bellhound Choir - Imagine The Crackle," <p><span lang=""EN-US"" xml:lang=""EN-US""><span lang=""EN-US"" xml:lang=""EN-US"">Bellhound Choir udgav EP'en </span>‘<strong>Stray Screech Beast</strong>’ via Hollandske Lay Bare Recordings i 2015, og tog hurtigt derefter på Europa-tour med <strong>John Garcia (Kyuss). </strong>Touren var så vellykket at de to igen i år rejser rundt sammen i Europa. </span></p>
<!--break--><p></p>
<p>Tre numre fra ‘<strong>Stray Screech Beast</strong>’ endte også op i <strong>Ulrich Thomsen</strong> filmen <strong>In Embryo.</strong></p>
<p>Bellhound Choir har en præference for Blues, men samtidig er der intet nostalgisk over musikken. Elementer fra både alternativ folk bliver blandet med et udtryk der både er mørkt og melankolsk, og giver Imagine the Crackle  en mørk sjæl der til tider lyder som dommedag må lyde.<span lang=""EN-US"" xml:lang=""EN-US""> </span></p>
 ",AFROLP049,"85,00 kr.",1,Bad Afro,Format:select:1,"12"" LP:1",4130,5.00,2016-05-18
Afenginn - Opus," <p>Den 29.april adgav danske Afenginn deres sjette album, OPUS - et ambitiøst værk i fire satser med inspiration fra folk, rock og den klassiske symfoni.</p>
<div title=""Page 1"">
<p><strong>Dobbeltalbum i fire satser<br /></strong>OPUS er titlen på det danske orkester Afenginns sjette udgivelse og som navnet antyder, er der tale om et stort værk: 84 min musik fordelt på fire sammenhængende satser. Albummets kreative udgangspunkt er at spille bold op ad den symfoniske form, hvor hver sats traditionelt har sin egen karakter. Indenfor disse satser udfolder Afenginn sig i et kalejdoskopisk lydunivers med inspiration fra folkemusik, rock og klassisk komposition: temaer, motiver og rytmer går igen gennem hele værket og belyses i fire meget forskellige musikalske optikker.</p>
<p><strong>Prisvindende internationalt orkester<br /></strong>Afenginn har siden orkestrets opstart i 2002 udviklet sig til et internationalt navn, der også herhjemme har fået stor påskønnelse og markeret sig med adskillige Music Awards og priser - senest Dansk Musiker Forbunds Livepris 2015. Deres livskraftige og unikke syntese af nordisk melankoli og sprudlende skæv balkan har bragt dem til festivaler, koncertsale og spillesteder over hele verden: fra Austins SXSW i vest til Malaysia i øst, fra Tromsø i nord til Tasmanien i syd.</p>
<p><strong>40 kreative døgn på Tasmanien<br /></strong>Netop Tasmanien spillede en vigtig rolle i den kreative proces for OPUS: Mens orkestret var på turné i Australien kom Afenginns finskfødte komponist, Kim Rafael Nyberg, ud for en ulykke og blev efterladt i Tasmanien i 40 dage uden mulighed for at komme hjem. Denne ufrivillige pause på den anden side af planeten førte til et uventet udbrud af kreativitet. Da Nyberg endelig vendte tilbage til København, havde han skitser til det meste af det nye album med i bagagen.</p>
<p><strong>Fra meditativ minimalisme til hymniske højdepunkter<br /></strong>OPUS suger lytteren ind i et ambitiøst univers med højt til loftet og mange lag at lytte til. Lyden er akustisk, innovativ, dynamisk og melankolsk, krydret med elektroniske elementer. Sofistikeret og inddragende bevæger musikken sig fra rolige, minimalistiske momenter over intense stykker og til massive hymniske højdepunkter med op til 20 musikere samtidigt. Udover Afenginns faste medlemmer medvirker bl.a. sangeren Ólavur Jakupsson, der samarbejder med Yann Tiersen og Ale Carr fra folk-trioen Dreamers Circus. </p>
<p><em>""”OPUS” markerer et mere afgørende skridt op af den internationale worldscenes rangstige. Musikken er symfonisk sammenhængende, men består stadig af det karakteristiske miks af klassisk kammermusik, kammerjazz, traditionel folk og bastard etno."" - </em><strong>Gaffa 6/6</strong></p>
</div>
 ",WESTPARK MUSIC 87316,"120,00 kr.",1,Toneart,Format:select:1,2 x LP:1,4131,5.00,2016-05-24
Afenginn - Opus," <p>Den 29.april adgav danske Afenginn deres sjette album, OPUS - et ambitiøst værk i fire satser med inspiration fra folk, rock og den klassiske symfoni.</p>
<div title=""Page 1"">
<p><strong>Dobbeltalbum i fire satser<br /></strong>OPUS er titlen på det danske orkester Afenginns sjette udgivelse og som navnet antyder, er der tale om et stort værk: 84 min musik fordelt på fire sammenhængende satser. Albummets kreative udgangspunkt er at spille bold op ad den symfoniske form, hvor hver sats traditionelt har sin egen karakter. Indenfor disse satser udfolder Afenginn sig i et kalejdoskopisk lydunivers med inspiration fra folkemusik, rock og klassisk komposition: temaer, motiver og rytmer går igen gennem hele værket og belyses i fire meget forskellige musikalske optikker.</p>
<p><strong>Prisvindende internationalt orkester<br /></strong>Afenginn har siden orkestrets opstart i 2002 udviklet sig til et internationalt navn, der også herhjemme har fået stor påskønnelse og markeret sig med adskillige Music Awards og priser - senest Dansk Musiker Forbunds Livepris 2015. Deres livskraftige og unikke syntese af nordisk melankoli og sprudlende skæv balkan har bragt dem til festivaler, koncertsale og spillesteder over hele verden: fra Austins SXSW i vest til Malaysia i øst, fra Tromsø i nord til Tasmanien i syd.</p>
<p><strong>40 kreative døgn på Tasmanien<br /></strong>Netop Tasmanien spillede en vigtig rolle i den kreative proces for OPUS: Mens orkestret var på turné i Australien kom Afenginns finskfødte komponist, Kim Rafael Nyberg, ud for en ulykke og blev efterladt i Tasmanien i 40 dage uden mulighed for at komme hjem. Denne ufrivillige pause på den anden side af planeten førte til et uventet udbrud af kreativitet. Da Nyberg endelig vendte tilbage til København, havde han skitser til det meste af det nye album med i bagagen.</p>
<p><strong>Fra meditativ minimalisme til hymniske højdepunkter<br /></strong>OPUS suger lytteren ind i et ambitiøst univers med højt til loftet og mange lag at lytte til. Lyden er akustisk, innovativ, dynamisk og melankolsk, krydret med elektroniske elementer. Sofistikeret og inddragende bevæger musikken sig fra rolige, minimalistiske momenter over intense stykker og til massive hymniske højdepunkter med op til 20 musikere samtidigt. Udover Afenginns faste medlemmer medvirker bl.a. sangeren Ólavur Jakupsson, der samarbejder med Yann Tiersen og Ale Carr fra folk-trioen Dreamers Circus. </p>
<p><em>""”OPUS” markerer et mere afgørende skridt op af den internationale worldscenes rangstige. Musikken er symfonisk sammenhængende, men består stadig af det karakteristiske miks af klassisk kammermusik, kammerjazz, traditionel folk og bastard etno."" - </em><strong>Gaffa 6/6</strong></p>
</div>
 ",WESTPARK MUSIC 87315,"81,25 kr.",1,Toneart,Format:select:1,CD:1,4131,5.00,2016-05-24
Frodegruppen 40 - Solformørkelse over Duddies Blomster," <p>Frodegruppen40 har været i Klauzdal studiet og indspillet en plade med sære og festlige historier fra dengang vi var unge og barndommen lå som et kæmpeland i et villakvarter. Her er historien om Heinos far der blev fundet død i nærbanetoget, og Røde Jette, et bjergmassiv af en pige. </p>
<!--break-->
<p>Og så er der selvfølgelig selve solformørkelsen over Risskov en eftermiddag hvor verden stod stille, mens mørket sænkede sig over blomsterforretninger og folk og fæ og blinde hunde. For første gang i Frodegruppen40 er der også trompeter og fravær af distortion. Det hele er indspillet på en blanding af vodka og optøede mariehøns fra Hash-Mortens mormors blomsterbed. Kort sagt. Lyt.</p>
<p>NASA bekræfter at Solformørkelsen over Duddies blomster fandt sted d. 29. april 1976. Den ramte Risskov kl. 10:21, kulminerede kl. 11:32 og var ovre kl. 12:45. Pladen er dog indspillet noget senere i andet og større mørke.</p>
 ",Mono011LP,"75,00 kr.",1,Elektrolyt,Format:select:1,"12"" LP:1",4056,37.00,2016-05-30
,,Rettighed01,"1 000,00 kr.",0,,,,4132,-1.00,2016-05-30
Boujeloud - Candy Prince," <p>Boujeloud er akavet dansemusik, der lader genrer mødes på midten og på kanten. Dansabel punkjazz, avantgardistisk formationsmusik og spansksproget free-style rap. Melodiske udladninger i et krydsfelt af improvisation, grooves og catchy melodier.</p>
<!--break-->
<p><strong>Candy Prince</strong> er Boujelouds tredje album. Det 11 numre lange album er en rejse igennem Boujelouds særpræget verden af superhelte-saxofon-tema’er, psykedelisk hiphop og guitarvæverier. </p>
<div>
<div>Andre har bla. skrevet om albummet:</div>
<div><em>""Candy Prince vil blive fremhævet som et mesterværk, når regnskabet gøres op om 25 år. Men vær med nu</em></div>
<div><em>det er det sjoveste.”</em>  Niels Overgaard fra Jazznyt</div>
</div>
 ",NA350,"75,00 kr.",1,Boujeloud,Format:select:1,"12"" Picture Disc:1",4133,11.00,2016-06-13
For Aika - Get Forward," <p><strong>For Akia</strong> består af tre familiefædre bosat på Fyn, og omend det hverken lyder sexet og hipt, så har trioen siden de startede om morgenen d. 1 Januar 2014 nået at vinde Karrierekanonen, opnået flot airplay med sangen ”Recognizer” på både P3 og P4 ogspillet på de store festivaler i Danmark. Nu står <strong>For Akia</strong> stolte og lettede med debut-EP’en i hænderne. EP’en er passende blevet døbt “Get Forward” og det er præcis hvad For Akia er klar til nu.</p>
<p>Forsanger Hans Mortensens nærværende stemme kommunikerer lige dele frustrationer, sorg, håb og fremdrift. Teksterne kredser sig om de faste forhold og den store uendelige kærlighed, men bærer ligeså præg af en opvækst i Grønland og det voldsomme kulturchok efter at være flyttet tilbage til Danmark. Bandets lyd kulminerer i en moden, velovervejet, groovy, trio-rock der altid er båret frem af melodien og de catchy guitarer.</p>
<p>Den første single ”When I Come Home” er i rotation på P6.</p>
 ",NA351,"50,00 kr.",1,A:2 Music,Format:select:1,"10"" EP:1",4134,1.00,2016-06-14
Kasper Guldberg - This Side of Greece," <p>Kasper Guldberg er en sangskriver, digter, og guitarist, som netop har udsendt EP’en ’This side of Greece’. Forbillederne er Leonard Cohen, Ray Davies, John Lennon, og især Bob Dylan, men Kasper er helt sin egen, og hans udtryk minder ikke om noget tidligere udsendt i Danmark.</p>
<p>Den engelsk-uddannede Guldbergs tekster er digte i sin egen ret, og skønt sangene ofte kredser om den svære kærlighed, og kompositionerne er yderst komplekse, så er det stadig med en fornemmelse af lethed i fremførslen.</p>
 ",NA352,"55,00 kr.",1,Helicon Arts & Education,Format:select:1,"12"" EP:1",4135,30.00,2016-06-14
The Mileage - It's not the years it's the mileage," <p>The Mileage. Navnet er afledt af titlen på deres album ’It’s not the years, it’s the mileage’, som i sig selv er en reference til en klassisk adventurefilm. Det engelske udtryk mileage handler her i overført betydning om den distance og de strabadser vi som mennesker må tilbagelægge og undergå.</p>
<p>De tre gennemgående kræfter på albummet er Mikkel Rasmussen og Mikkel Calum fra Studie 70 i fællesskab med sanger & tekstforfatter Dennis Holmberg. Yderligere gæster trommeslageren Nicolai Kaltoft og sangerinde Ea Haastrup på henholdsvis 8 og 4 af de i alt 11 sange. Det dominerende udtryk på albummet er en mørk, tungsindig, lettere bluesbaseret rock, men i blandet sange som lægger sig op ad blues, latin, folk, western, og atmosfærisk melankoli. </p>
 ",NA353,"81,25 kr.",1,Helicon Arts & Education,Format:select:1,"12"" LP:1",4136,29.00,2016-06-14
Studie 70 - Lysende Skyline," <p>Studie 70 er et Næstved-band, centreret om de to navnebrødre Mikkel Calum og Mikkel Rasmussen. På deres album ’Lysende Skyline’ medvirker de to gamle C.V. Jørgensen side men guitaristen Ivan Horn og trommeslageren René Wulff som gæster.</p>
<p>Udtrykket bærer da også præg af forkærligheden for de tidlige C.V. Jørgensen album, men også mindelser om Pink Floyd og andre 70’er navne er til stede på pladen. Det 70’er-bevidste retro præg er bevidste dyrket i musikken, mens teksterne små historier er centreret om et figurgalleri i fiktiv lille by. I sin nuværende udgave er Studie 70 blevet udvidet til en kvintet med 3 nye medlemmer, men stadig med Rasmussen og Calum som kapelmestre.</p>
 ",NA354,"81,25 kr.",1,Helicon Arts & Education,Format:select:1,"12"" LP:1",4137,8.00,2016-06-14
Diverse Kunstnere - Unit Shifter," <p>Compilation One er den første udgivelse fra det nyopstartede danske label Unit Shifter. Pladen indeholder 10 numre fra 10 forskellige kunstnere, som laver instrumental elektronisk musik. Etablerede navne som Bjørn Svin, Karsten Pflum og Mads Emil Nielsen er at finde på udgivelsen, blandt nye kunstnere på scenen som Ekkoflok, Night:dweller og E-45.<br /><br />Genremæssigt spænder albummet fra ambient til techno, downbeat til drum and bass, over eksperimenterende musique concrete. Numrene er sammensat således at pladen bliver en naturlig rejse gennem de forskellige verdener inden for den elektroniske musik, og pladen er således tænkt som en samlet lytteoplevelse.<br /><br />Pladen indeholder numrene:<br /><br /> 1.  Bjørn Svin - Sifumela    <br /> 2.  Odd Harmonics - Sarangi of Light<br /> 3.  Motorwrists - Fltrfk<br /> 4.  Karsten Pflum - ELEKoverflow_133.48 (KP_CantetMix)<br /> 5.  Asynkron - Apnø_FM<br /> 6.  Night:Dweller - Gates of Conscience<br /> 7.  E-45 - Sverige<br /> 8.  Mads Emil Nielsen - Distance<br /> 9.  Russian Corvette - Asteroids Play<br />10. Ekkoflok - 40 BPM (take 3)</p>
 ",USLP01,"75,00 kr.",1,Unit Shifter Records,Format:select:1,"12"" LP:1",4138,5.00,2016-06-20
Bisse - Bitchin," <p>De fleste med interesse i ny dansk musik har efterhånden hørt om Bisse, der med fire albums på et år cementerer sig som en af dansk musiks mest produktive, spændende og udfordrende sangskrivere. En fyldt Gloria scene på årets Roskilde Festival slog ligeledes fast at Bisse er kommet for at blive.</p>
<p>Bitchin udkom første gang digitalt i december 2015, men altså først på vinyl nu. De andre albums er ligeledes på vej i genoptryk via DVP, ligesom der kommer et nyt album til oktober.</p>
 ",DVP056,"90,00 kr.",1,DVP,Format:select:1,"12"" LP:1",4139,13.00,2016-07-06
Bonnén/Handberg - Du Er Kun En Stjerne," <p>Claus Handberg, også kendt som <a href=""http://www.litteratursiden.dk/forfattere/claus-handberg-christensen"" target=""_blank"">forfatter</a>, er nu klar med andet album, denne gang i samarbejde med Kaspar Bonnén der har stået for teksterne mens Claus Handberg har stået for musikken, og fremførelsen af denne. Det lyriske spiller en stor rolle på albummet, som du samtidig ikke er bange for at klemme et par rullende rocknumre ind i mellem de mere stille og inadvendte passager.</p>
<p>Albummet tæller også en række fornemme gæster der inkluderer <strong>Thomas Ortved (Sort Sol)</strong> og <strong>Kristoffer Munck Mortensen (Mellemblond).</strong></p>
 ",SPLP001,"75,00 kr.",1,Claus Handberg,Format:select:1,"12"" LP:1",4140,35.00,2016-07-07
Holst - Chasing the impossible," <h3 class=""MsoNormal""><strong>Pre-order! Bestil albummet nu og vi sørger for at du har den på releasedagen.</strong></h3>
<p class=""MsoNormal""> </p>
<p class=""MsoNormal"">HOLST byder på melodiøs storbymelankoli på debutalbummet ”Chasing the impossible”.</p>
<p class=""MsoNormal"">Rejsen begyndte efter en bytur der endte med kraniebrud, knuste hjerter og en genopdagelse af musikken.</p>
<!--break-->
<p class=""MsoNormal"">”Chasing the impossible” spænder fra en tidsløs guitardrevet lyd til alternativ singer/songwritting. Albummet bevæger sig inden for flere stilarter, hvor man kan høre HOLST´s kærlighed til musikhistorien. Teksterne reflekterer over tilværelsens store og små spørgsmål, der besvares med ærlig uforståenhed og forløsende overgivelse.</p>
<p class=""MsoNormal"">Bag HOLST står sangskriver og multiinstrumentalist Christoffer Holst Lave.</p>
 ",cure001,"80,00 kr.",1,Curiosity Recordings,Format:select:1,"12"" LP - Black Vinyl:1",4141,19.00,2016-08-10
Holst - Chasing the impossible," <h3 class=""MsoNormal""><strong>Pre-order! Bestil albummet nu og vi sørger for at du har den på releasedagen.</strong></h3>
<p class=""MsoNormal""> </p>
<p class=""MsoNormal"">HOLST byder på melodiøs storbymelankoli på debutalbummet ”Chasing the impossible”.</p>
<p class=""MsoNormal"">Rejsen begyndte efter en bytur der endte med kraniebrud, knuste hjerter og en genopdagelse af musikken.</p>
<!--break-->
<p class=""MsoNormal"">”Chasing the impossible” spænder fra en tidsløs guitardrevet lyd til alternativ singer/songwritting. Albummet bevæger sig inden for flere stilarter, hvor man kan høre HOLST´s kærlighed til musikhistorien. Teksterne reflekterer over tilværelsens store og små spørgsmål, der besvares med ærlig uforståenhed og forløsende overgivelse.</p>
<p class=""MsoNormal"">Bag HOLST står sangskriver og multiinstrumentalist Christoffer Holst Lave.</p>
 ",cure001-clear-vinyl,"90,00 kr.",1,Curiosity Recordings,Format:select:1,"12"" LP - Clear Vinyl:1",4141,20.00,2016-08-10
Baby Woodrose - Freedom," <p>Freedom er det 7. regulære Baby Woodrose album og udkommer mere end fire år efter det forrige album Third Eye Surgery, hvilket er en exceptionel lang pause i Baby Woodrose regi. Den lange pause skyldes, at Lorenzo Woodrose har haft mere en travlt som forsanger i Spids Nøgenhat, der har oplevet noget der ligner et folkeligt gennembrud med pladen ’Kommer Med Fred’, der indbragte dem to priser til DMA og to Steppeulven statuetter.</p>
<p>Nu er Lorenzo Woodrose tilbage med nyt Baby Woodrose materiale og albummet Freedom, der udkommer den 16. september på Bad Afro Records. Albummet introducerer den moderne slave-sang.</p>
<p>Lorenzo Woodrose:<em> ”Ideen til pladens tekstmæssige univers er stærkt inspireret af det ældgamle nummer der endte med at blive albummets titelsang. Sangen er faktisk så gammel at ingen rigtig ved, hvem der oprindeligt har skrevet den. Den er kendt som både såkaldt negro spiritual, gospelsang og moderne r’n’b nummer under forskellige titler, men i rocksammenhæng nok mest i Richie Havens legendariske udgave fra Woodstock i 1969. Vores egen udgave er naturligvis sat op i et manisk acidpunk tempo, men sangen gav mig lyst til at skrive mine egne moderne slave-sange, så det er en håndfuld af dem, der findes på albummet. Dvs. sange der kredser om hamsterhjul, hjernevask, sindelagskontrol, overvågning og sociale hersker teknikker”.</em></p>
<p>Freedom er produceret af Anders Onsberg og Baby Woodrose i STC studiet og mastereret af Flemming Rasmussen i Sweet Silence. De ni sange udmærker sig ved at være indspillet og mixet 100% analogt.</p>
<p>Lorenzo Woodrose: ”Rent musikalsk er den meget anderledes fra nogen Woodrose plade, jeg hidtil har lavet, da der er langt færre overdubs og langt mere rockband live-i-studiet–agtig feeling. Derudover er den denne gang indspillet og mixet 100% analogt. Jeg har jo altid foretrukket at bruge bånd i forskellige dele af processen, men denne gang har vi slet ikke brugt computeren”.</p>
<p>Line-up: Lorenzo Woodrose – Vokal, guitar, Hans Beck – Trommer, Mads Saaby – Guitar, Kåre Joensen – Bas og Anders Skjødt – Orgel.</p>
 ",AFROLP050,"85,00 kr.",1,Bad Afro,Format:select:1,"12"" LP:1",4142,62.00,2016-08-17
Baby Woodrose - Freedom," <p>Freedom er det 7. regulære Baby Woodrose album og udkommer mere end fire år efter det forrige album Third Eye Surgery, hvilket er en exceptionel lang pause i Baby Woodrose regi. Den lange pause skyldes, at Lorenzo Woodrose har haft mere en travlt som forsanger i Spids Nøgenhat, der har oplevet noget der ligner et folkeligt gennembrud med pladen ’Kommer Med Fred’, der indbragte dem to priser til DMA og to Steppeulven statuetter.</p>
<p>Nu er Lorenzo Woodrose tilbage med nyt Baby Woodrose materiale og albummet Freedom, der udkommer den 16. september på Bad Afro Records. Albummet introducerer den moderne slave-sang.</p>
<p>Lorenzo Woodrose:<em> ”Ideen til pladens tekstmæssige univers er stærkt inspireret af det ældgamle nummer der endte med at blive albummets titelsang. Sangen er faktisk så gammel at ingen rigtig ved, hvem der oprindeligt har skrevet den. Den er kendt som både såkaldt negro spiritual, gospelsang og moderne r’n’b nummer under forskellige titler, men i rocksammenhæng nok mest i Richie Havens legendariske udgave fra Woodstock i 1969. Vores egen udgave er naturligvis sat op i et manisk acidpunk tempo, men sangen gav mig lyst til at skrive mine egne moderne slave-sange, så det er en håndfuld af dem, der findes på albummet. Dvs. sange der kredser om hamsterhjul, hjernevask, sindelagskontrol, overvågning og sociale hersker teknikker”.</em></p>
<p>Freedom er produceret af Anders Onsberg og Baby Woodrose i STC studiet og mastereret af Flemming Rasmussen i Sweet Silence. De ni sange udmærker sig ved at være indspillet og mixet 100% analogt.</p>
<p>Lorenzo Woodrose: ”Rent musikalsk er den meget anderledes fra nogen Woodrose plade, jeg hidtil har lavet, da der er langt færre overdubs og langt mere rockband live-i-studiet–agtig feeling. Derudover er den denne gang indspillet og mixet 100% analogt. Jeg har jo altid foretrukket at bruge bånd i forskellige dele af processen, men denne gang har vi slet ikke brugt computeren”.</p>
<p>Line-up: Lorenzo Woodrose – Vokal, guitar, Hans Beck – Trommer, Mads Saaby – Guitar, Kåre Joensen – Bas og Anders Skjødt – Orgel.</p>
 ",AFROCD050,"75,00 kr.",1,Bad Afro,Format:select:1,CD:1,4142,4.00,2016-08-17
Peter Bastian - Bastians Ballader," <div data-canvas-width=""532.5281748159741"">BASTIANS BALLADER er et udtryk for en livslang kærlighed til musikken fra Balkan. Hovedvægten er på den tragiske bulgarske bryllups ballade, mens der også bliver spillet nogle Rumænske Doinaer og en tyrkisk taksim. Lidt dansk og norsk folkemusik har også sneget sig ind.</div>
<div data-canvas-width=""642.0743596085517""> </div>
<div data-canvas-width=""642.0743596085517"">Musikken klæder hinanden. Den bulgarske bryllupsballade og rumænske Doina udtrykker den dybeste blues, fra tragedien til trøsterigt vemod. Tæt musik, som det klæder at blive fortyndet med den svale skønhed i de norske brudemarcher og den generøse gemytlighed i folkemusikken fra Sønderho på Fanø. De enkelte musikstykker låner sentiment til hinanden og beriger hinanden.</div>
<div data-canvas-width=""537.0985730904396""> </div>
<div data-canvas-width=""537.0985730904396"">Udover Peter Bastian på Klarinet er albummet flankeret af de to fremragende norske musikere Gabriel Fliflet på harmonika og Olav Tveitane på Bas, guitar og cister. </div>
<div data-canvas-width=""537.0985730904396""> </div>
<div data-canvas-width=""537.0985730904396"">Vinyludgaven er en deluxe-gatefold.</div>
 ",PBLP01,"90,00 kr.",1,Peter Bastian,Format:select:1,2 x LP:1,4143,17.00,2016-08-18
Peter Bastian - Bastians Ballader," <div data-canvas-width=""532.5281748159741"">BASTIANS BALLADER er et udtryk for en livslang kærlighed til musikken fra Balkan. Hovedvægten er på den tragiske bulgarske bryllups ballade, mens der også bliver spillet nogle Rumænske Doinaer og en tyrkisk taksim. Lidt dansk og norsk folkemusik har også sneget sig ind.</div>
<div data-canvas-width=""642.0743596085517""> </div>
<div data-canvas-width=""642.0743596085517"">Musikken klæder hinanden. Den bulgarske bryllupsballade og rumænske Doina udtrykker den dybeste blues, fra tragedien til trøsterigt vemod. Tæt musik, som det klæder at blive fortyndet med den svale skønhed i de norske brudemarcher og den generøse gemytlighed i folkemusikken fra Sønderho på Fanø. De enkelte musikstykker låner sentiment til hinanden og beriger hinanden.</div>
<div data-canvas-width=""537.0985730904396""> </div>
<div data-canvas-width=""537.0985730904396"">Udover Peter Bastian på Klarinet er albummet flankeret af de to fremragende norske musikere Gabriel Fliflet på harmonika og Olav Tveitane på Bas, guitar og cister. </div>
<div data-canvas-width=""537.0985730904396""> </div>
<div data-canvas-width=""537.0985730904396"">Vinyludgaven er en deluxe-gatefold.</div>
 ",PBCD03,"90,00 kr.",1,Peter Bastian,Format:select:1,CD:1,4143,112.00,2016-08-18
Ida Wenøe - Time of Ghosts," <p>Ida Wenøe er en moderne troubadour, en sangenes fortæller. Med en indlevelse i hver en tone og hvert et ord bringer hun sine sange til live og indfanger lytteren kompromisløst og ærligt. Idas sarte guitarspil og særegne vokal fremmaner et univers, hvor både mørket og lyset lukkes ind, og hvor sjælen får frit talerum.</p>
<p>I musikken er der både spor fra 60-70’ernes folk-scene og højskolesangbogen. Fra Carl Nielsen og Sebastian til Joni Mitchell og Leonard Cohen. Men samtidig har musikken noget friskt og nutidigt over sig i både lyd og fortælling, som  placerer Ida Wenøe sit helt eget sted.</p>
<p>Ida var tidligere frontfigur i folk-trioen <strong>Boho Dancer</strong>, og er nu klar med sit første soloudspil ”Time of Ghosts”, der udkommer i Danmark til september.</p>
<p>”Time of Ghosts” handler om at komme sig selv nærmere. Den handler om at dyrke sine spøgelser frem for at gemme dem væk. Der er en tendens til, at vi kun vil præsentere et overfladebehandlet billede af os selv, hvilket gør at vi fjerner os mere og mere fra vores kerne og fra hinanden, udtaler Ida.</p>
<p><em> <span style=""line-height: 1.538em;"">”Af de mange gode ting, der kan siges om hendes vokal, gør troværdigheden den største forskel. Man kan høre, at hun mener det”</span></em><span style=""line-height: 1.538em;"">  </span><strong><span style=""line-height: 1.538em;"">Undertoner</span></strong></p>
<p><em>“Her voice - weary but cute, with the power to cut through - is perfect; she sounds like the young narrator of her own magical-malevolent fantasies.”  </em><strong>The Guardian</strong></p>
<p><em>”En selvstændig stemme med noget at byde på”</em>  <strong>Lydtapet</strong></p>
<p><em>“Bewitching acid folk with a deeply personal edge.”</em> <strong>Clash Magazine</strong></p>
 ",SCM019LP,"95,00 kr.",1,Songcrafter Music,Format:select:1,"12"" LP:1",4057,47.00,2016-08-23
Red Lama - Dreams Are Free," <p>Red Lama er kendt for deres live-oplevelse. Gruppen, med syv medlemmer, skaber en inviterende og hypnotisk atmosfære der tager lytteren på en musikalsk rejse, hvor eftertænksomhed, musikalsk billedsprog og uimodståelige, dansable rytmer kolliderer. Det er både intimt og storladent og en påmindelse om, at vi alle er en del af samme koncert, i samme særlige øjeblik.</p>
<div title=""Page 1"">
<p>Efter at have spillet talrige koncerter i Hovedstadsområdet de sidste par år, inklusiv et par Copenhagen Psych Fests, udgav Red Lama deres ventede debut album 'Dreams Are Free' i Maj 2016. Fundamentet for albummet er den levende oplevelse det giver at spille musik som en gruppe, hvilket gennemsyrer sangskrivning og indspilning. Albummet er skabt gennem studio-jam-sessions og ture til de mere naturskønne områder af Danmark. Alle numre er indspillet som live-sessions i TAPF Studios for netop at bibeholde den autentiske og levende lyd der kendetegner live-oplevelsen.</p>
<p>“Når vi jammer er der en uskreven regel om at lade det hele undslippe det kontrollerede og så blive ved at spille indtil vi rammer noget håndgribeligt - og så spille videre! Albummet består af syv numre – syv stykker papir foldet sammen og klippet til, så en figur fremstår – syv sange som vi alle har en stærk forbindelse til”, siger Johannes Linnet, forsanger i Red Lama.</p>
<p>Op til udgivelsen har gruppen udgivet singlerne 'The World Is Yours' og 'Inca'. 'Dreams Are Free' fortsætter i den samme atmosfæriske, varme og flydende lyd, men viser samtidigt gruppens alsidighed i kraft af referencer til Irans pre-revolutionære psych pionér Kourosh Yaghmaei på nummeret 'Dar Enteha' over til space-rock på nummeret 'Dalai Delay'. De to singler blev udgivet i samarbejde med kunstneren Iris Deppe, som har lavet to smukke og visuelt stærke videoer til numrene. </p>
</div>
 ",AGCRLP1601,"81,25 kr.",1,All Good Clean Records,Format:select:1,"12"" LP:1",4145,-1.00,2016-09-13
Feo - Eg Meini Teð," <p>Eg Meini Teð bliver omtalt som en unik dansk hippieplade, som de færreste har hørt. På pladen lykkes det Feo at blande progressiv folkemusik med små blide og porøse melodier. Oprindeligt blev den i 1971 udgivet på det progressive og sagnomspundne pladeselskab Spectator Records. Spectator studiet brændte i 1972 ned til grunden med originale masterbånd og resterende oplag af Feos plade. <br /><br />Orpheus Records har de sidste 15 år arbejdet for, at skabe opmærksomhed om dansk musik fra tresserne og halvfjerdserne. Det med udgivelser af bands som Polyfeen og Freed, men samtidig også med nyere kunstnere som Spids Nøgenhat og Aron, som hylder den danske syremusiktradition. </p>
 ",Orph020,"85,00 kr.",1,Orpheus Records,Format:select:1,"12""LP:1",4146,70.00,2016-09-13
